Salary,Age,StockOptionLevel,YearsAtCompany,EducationLevel,EnvironmentSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,SelfRating,ManagerRating
58717,24,1,3,Masters ,5.0,3.0,2.0,5.0,5.0
58717,24,1,3,Masters ,3.0,3.0,0.0,3.0,3.0
36534,21,0,0,Bachelors ,3.0,1.0,0.0,3.0,2.0
36534,21,0,0,Bachelors ,5.0,1.0,1.0,3.0,3.0
36534,21,0,0,Bachelors ,4.0,3.0,0.0,4.0,4.0
36534,21,0,0,Bachelors ,4.0,2.0,1.0,3.0,3.0
36534,21,0,0,Bachelors ,3.0,2.0,0.0,3.0,3.0
36534,21,0,0,Bachelors ,5.0,1.0,0.0,5.0,4.0
36534,21,0,0,Bachelors ,5.0,3.0,0.0,5.0,5.0
36534,21,0,0,Bachelors ,4.0,1.0,0.0,5.0,4.0
36534,21,0,0,Bachelors ,3.0,1.0,1.0,3.0,3.0
235812,41,0,3,Bachelors ,1.0,1.0,1.0,5.0,4.0
235812,41,0,3,Bachelors ,4.0,1.0,1.0,4.0,4.0
25102,24,0,1,Bachelors ,5.0,3.0,0.0,5.0,4.0
25102,24,0,1,Bachelors ,5.0,2.0,0.0,4.0,3.0
25102,24,0,1,Bachelors ,4.0,3.0,1.0,4.0,3.0
25102,24,0,1,Bachelors ,4.0,3.0,1.0,5.0,4.0
25102,24,0,1,Bachelors ,4.0,3.0,1.0,4.0,3.0
25102,24,0,1,Bachelors ,4.0,1.0,0.0,5.0,4.0
25102,24,0,1,Bachelors ,1.0,2.0,0.0,3.0,2.0
25102,24,0,1,Bachelors ,4.0,1.0,3.0,4.0,3.0
25102,24,0,1,Bachelors ,3.0,2.0,0.0,5.0,5.0
71698,21,0,3,High School ,4.0,2.0,1.0,3.0,3.0
71698,21,0,3,High School ,5.0,2.0,2.0,5.0,5.0
405965,35,1,3,Masters ,3.0,3.0,1.0,5.0,5.0
405965,35,1,3,Masters ,3.0,2.0,0.0,5.0,4.0
40342,24,1,3,High School ,5.0,2.0,1.0,5.0,4.0
40342,24,1,3,High School ,5.0,1.0,3.0,4.0,4.0
30390,24,1,3,Bachelors ,3.0,2.0,1.0,5.0,5.0
30390,24,1,3,Bachelors ,5.0,2.0,0.0,4.0,3.0
65432,24,0,3,Masters ,4.0,1.0,0.0,4.0,4.0
65432,24,0,3,Masters ,2.0,3.0,2.0,4.0,4.0
51682,21,1,3,Bachelors ,5.0,2.0,0.0,4.0,4.0
51682,21,1,3,Bachelors ,5.0,2.0,1.0,5.0,4.0
29558,21,1,3,High School ,3.0,2.0,0.0,3.0,2.0
29558,21,1,3,High School ,5.0,3.0,0.0,3.0,3.0
26158,22,0,3,Bachelors ,5.0,3.0,2.0,4.0,4.0
26158,22,0,3,Bachelors ,4.0,3.0,0.0,4.0,4.0
29793,21,0,3,Bachelors ,5.0,1.0,1.0,5.0,4.0
29793,21,0,3,Bachelors ,3.0,2.0,0.0,5.0,4.0
29793,21,0,3,Bachelors ,4.0,1.0,0.0,4.0,4.0
29793,21,0,3,Bachelors ,4.0,2.0,0.0,3.0,2.0
29793,21,0,3,Bachelors ,4.0,2.0,0.0,4.0,3.0
29793,21,0,3,Bachelors ,4.0,1.0,0.0,3.0,2.0
29793,21,0,3,Bachelors ,3.0,1.0,2.0,5.0,4.0
29793,21,0,3,Bachelors ,3.0,3.0,2.0,4.0,3.0
29793,21,0,3,Bachelors ,3.0,3.0,0.0,4.0,4.0
67900,21,0,3,Bachelors ,4.0,3.0,3.0,5.0,5.0
67900,21,0,3,Bachelors ,4.0,2.0,3.0,4.0,3.0
58274,21,1,3,Bachelors ,5.0,1.0,1.0,4.0,3.0
58274,21,1,3,Bachelors ,1.0,2.0,1.0,3.0,3.0
268964,41,1,3,Masters ,4.0,2.0,1.0,3.0,3.0
268964,41,1,3,Masters ,4.0,3.0,0.0,4.0,3.0
268964,41,1,3,Masters ,5.0,3.0,3.0,4.0,4.0
268964,41,1,3,Masters ,3.0,1.0,0.0,5.0,5.0
268964,41,1,3,Masters ,1.0,2.0,0.0,4.0,3.0
268964,41,1,3,Masters ,3.0,2.0,3.0,5.0,5.0
268964,41,1,3,Masters ,3.0,1.0,0.0,3.0,3.0
268964,41,1,3,Masters ,3.0,1.0,1.0,4.0,4.0
268964,41,1,3,Masters ,3.0,2.0,0.0,5.0,5.0
58992,22,1,3,High School ,5.0,1.0,1.0,4.0,4.0
58992,22,1,3,High School ,3.0,1.0,1.0,4.0,4.0
38358,22,0,3,High School ,3.0,2.0,0.0,4.0,3.0
38358,22,0,3,High School ,5.0,3.0,0.0,4.0,4.0
230945,33,0,3,Bachelors ,3.0,1.0,1.0,4.0,4.0
230945,33,0,3,Bachelors ,3.0,1.0,0.0,3.0,2.0
77798,23,3,3,High School ,3.0,3.0,1.0,4.0,4.0
77798,23,3,3,High School ,4.0,3.0,0.0,4.0,4.0
32313,24,2,3,High School ,3.0,3.0,1.0,5.0,4.0
32313,24,2,3,High School ,5.0,1.0,0.0,3.0,3.0
25208,21,0,3,High School ,4.0,2.0,0.0,5.0,5.0
25208,21,0,3,High School ,3.0,3.0,0.0,4.0,3.0
66110,24,2,3,Masters ,5.0,3.0,3.0,3.0,2.0
66110,24,2,3,Masters ,5.0,3.0,3.0,3.0,2.0
43009,23,0,3,Bachelors ,3.0,3.0,0.0,3.0,2.0
43009,23,0,3,Bachelors ,4.0,1.0,2.0,5.0,5.0
29128,24,0,0,High School ,5.0,3.0,1.0,4.0,4.0
29128,24,0,0,High School ,4.0,3.0,3.0,5.0,4.0
29128,24,0,0,High School ,3.0,3.0,2.0,3.0,3.0
29128,24,0,0,High School ,5.0,3.0,1.0,3.0,2.0
29128,24,0,0,High School ,4.0,3.0,0.0,5.0,5.0
29128,24,0,0,High School ,3.0,1.0,0.0,4.0,3.0
29128,24,0,0,High School ,5.0,2.0,0.0,3.0,2.0
29128,24,0,0,High School ,4.0,1.0,1.0,4.0,4.0
29128,24,0,0,High School ,5.0,3.0,0.0,3.0,2.0
28953,22,1,3,Masters ,3.0,2.0,2.0,3.0,2.0
28953,22,1,3,Masters ,5.0,1.0,0.0,5.0,5.0
157676,31,0,3,Bachelors ,4.0,1.0,1.0,3.0,2.0
157676,31,0,3,Bachelors ,4.0,1.0,0.0,5.0,4.0
393420,45,1,3,Bachelors ,3.0,3.0,1.0,5.0,4.0
393420,45,1,3,Bachelors ,4.0,1.0,1.0,4.0,3.0
104807,24,1,3,Bachelors ,4.0,3.0,1.0,5.0,5.0
104807,24,1,3,Bachelors ,4.0,1.0,1.0,4.0,4.0
25425,23,1,3,High School ,3.0,2.0,3.0,4.0,3.0
25425,23,1,3,High School ,4.0,3.0,0.0,4.0,4.0
42303,21,1,3,Masters ,5.0,1.0,0.0,4.0,4.0
42303,21,1,3,Masters ,5.0,1.0,1.0,3.0,3.0
249505,46,3,3,Bachelors ,4.0,1.0,1.0,5.0,5.0
249505,46,3,3,Bachelors ,3.0,3.0,2.0,4.0,4.0
62324,23,2,3,1,4.0,1.0,1.0,3.0,2.0
62324,23,2,3,1,3.0,3.0,1.0,5.0,4.0
93015,24,0,3,Bachelors ,4.0,2.0,1.0,5.0,5.0
93015,24,0,3,Bachelors ,2.0,3.0,1.0,5.0,5.0
61230,24,1,3,Masters ,4.0,3.0,0.0,5.0,4.0
61230,24,1,3,Masters ,4.0,2.0,1.0,3.0,3.0
85006,23,2,3,Bachelors ,5.0,1.0,2.0,4.0,3.0
85006,23,2,3,Bachelors ,3.0,2.0,1.0,3.0,2.0
57133,23,0,3,High School ,5.0,3.0,1.0,4.0,4.0
57133,23,0,3,High School ,5.0,1.0,2.0,5.0,4.0
57133,23,0,3,High School ,4.0,2.0,1.0,5.0,5.0
57133,23,0,3,High School ,4.0,1.0,1.0,5.0,4.0
57133,23,0,3,High School ,3.0,2.0,2.0,3.0,3.0
57133,23,0,3,High School ,5.0,3.0,0.0,3.0,2.0
57133,23,0,3,High School ,3.0,2.0,1.0,5.0,4.0
57133,23,0,3,High School ,4.0,2.0,1.0,5.0,4.0
57133,23,0,3,High School ,5.0,1.0,2.0,5.0,5.0
110542,24,1,3,Masters ,4.0,1.0,2.0,4.0,4.0
110542,24,1,3,Masters ,5.0,1.0,2.0,3.0,2.0
31254,21,0,3,High School ,3.0,3.0,0.0,5.0,4.0
31254,21,0,3,High School ,5.0,3.0,0.0,3.0,2.0
339245,50,2,3,Bachelors ,5.0,1.0,2.0,3.0,2.0
339245,50,2,3,Bachelors ,3.0,3.0,2.0,3.0,2.0
28704,23,0,3,Bachelors ,3.0,1.0,0.0,3.0,2.0
28704,23,0,3,Bachelors ,4.0,3.0,1.0,4.0,3.0
76518,21,0,3,Bachelors ,5.0,3.0,0.0,5.0,4.0
76518,21,0,3,Bachelors ,4.0,3.0,1.0,5.0,5.0
69078,21,1,3,Bachelors ,4.0,3.0,2.0,5.0,4.0
69078,21,1,3,Bachelors ,3.0,2.0,0.0,4.0,4.0
31624,21,0,3,1,3.0,2.0,1.0,3.0,2.0
31624,21,0,3,1,3.0,3.0,0.0,5.0,5.0
28989,22,1,3,High School ,3.0,3.0,2.0,5.0,5.0
28989,22,1,3,High School ,5.0,1.0,1.0,5.0,5.0
31426,23,1,3,High School ,3.0,1.0,3.0,4.0,3.0
31426,23,1,3,High School ,5.0,3.0,0.0,3.0,2.0
42066,21,1,3,1,5.0,1.0,0.0,5.0,4.0
42066,21,1,3,1,2.0,1.0,1.0,3.0,2.0
107634,24,0,3,1,5.0,1.0,0.0,3.0,3.0
107634,24,0,3,1,5.0,3.0,2.0,3.0,2.0
27961,22,0,3,1,3.0,2.0,2.0,4.0,4.0
27961,22,0,3,1,3.0,1.0,2.0,3.0,3.0
57603,23,0,3,Masters ,3.0,3.0,1.0,4.0,4.0
57603,23,0,3,Masters ,3.0,3.0,1.0,5.0,5.0
26451,24,0,3,Bachelors ,5.0,3.0,1.0,3.0,2.0
26451,24,0,3,Bachelors ,4.0,3.0,0.0,4.0,4.0
32930,24,2,3,1,5.0,3.0,0.0,5.0,5.0
32930,24,2,3,1,3.0,2.0,2.0,5.0,5.0
33443,24,1,3,Bachelors ,3.0,2.0,1.0,4.0,3.0
33443,24,1,3,Bachelors ,3.0,3.0,1.0,3.0,2.0
100314,23,3,3,High School ,5.0,1.0,1.0,5.0,4.0
100314,23,3,3,High School ,3.0,3.0,2.0,5.0,4.0
45995,23,1,3,1,5.0,2.0,2.0,3.0,3.0
45995,23,1,3,1,4.0,2.0,1.0,4.0,4.0
44940,21,0,3,Bachelors ,3.0,3.0,0.0,3.0,3.0
40561,21,1,3,Bachelors ,3.0,1.0,1.0,5.0,5.0
106586,24,1,3,Bachelors ,5.0,3.0,0.0,3.0,3.0
48432,22,1,3,Bachelors ,4.0,2.0,2.0,5.0,5.0
78275,23,2,3,High School ,2.0,1.0,3.0,3.0,2.0
34823,22,2,3,Masters ,3.0,3.0,3.0,3.0,2.0
195447,37,1,3,Bachelors ,4.0,2.0,1.0,5.0,4.0
62509,22,2,1,Bachelors ,4.0,3.0,0.0,5.0,4.0
62509,22,2,1,Bachelors ,4.0,3.0,1.0,5.0,4.0
62509,22,2,1,Bachelors ,4.0,2.0,0.0,3.0,2.0
62509,22,2,1,Bachelors ,4.0,3.0,1.0,5.0,4.0
62509,22,2,1,Bachelors ,5.0,1.0,0.0,3.0,3.0
62509,22,2,1,Bachelors ,5.0,3.0,1.0,4.0,4.0
62509,22,2,1,Bachelors ,3.0,1.0,1.0,5.0,5.0
62509,22,2,1,Bachelors ,3.0,3.0,0.0,3.0,3.0
62509,22,2,1,Bachelors ,4.0,2.0,1.0,5.0,5.0
73498,24,0,3,1,3.0,2.0,1.0,4.0,4.0
517695,48,1,3,Masters ,3.0,1.0,0.0,3.0,3.0
121470,24,0,3,Bachelors ,5.0,2.0,2.0,3.0,2.0
88382,23,0,3,High School ,5.0,2.0,3.0,3.0,2.0
29722,24,1,3,Bachelors ,3.0,3.0,2.0,4.0,3.0
26782,22,0,3,High School ,3.0,2.0,1.0,4.0,3.0
26782,22,0,3,High School ,4.0,1.0,0.0,3.0,3.0
26782,22,0,3,High School ,4.0,3.0,1.0,3.0,2.0
26782,22,0,3,High School ,4.0,2.0,0.0,3.0,2.0
26782,22,0,3,High School ,4.0,3.0,1.0,3.0,3.0
26782,22,0,3,High School ,5.0,3.0,2.0,3.0,3.0
26782,22,0,3,High School ,4.0,1.0,0.0,5.0,4.0
26782,22,0,3,High School ,5.0,3.0,2.0,3.0,2.0
26782,22,0,3,High School ,5.0,1.0,1.0,4.0,4.0
87347,25,3,2,5,3.0,3.0,1.0,4.0,3.0
87347,25,3,2,5,3.0,3.0,3.0,5.0,5.0
87347,25,3,2,5,3.0,3.0,2.0,5.0,4.0
87347,25,3,2,5,5.0,2.0,3.0,5.0,4.0
87347,25,3,2,5,5.0,3.0,1.0,5.0,4.0
87347,25,3,2,5,5.0,1.0,1.0,4.0,4.0
87347,25,3,2,5,5.0,3.0,0.0,5.0,4.0
87347,25,3,2,5,5.0,2.0,1.0,4.0,4.0
87347,25,3,2,5,4.0,1.0,1.0,4.0,4.0
44646,23,1,3,1,4.0,3.0,0.0,4.0,3.0
28898,24,2,3,Masters ,3.0,1.0,2.0,4.0,4.0
115110,24,2,3,1,3.0,3.0,0.0,3.0,3.0
94417,23,0,3,High School ,4.0,3.0,1.0,5.0,5.0
22515,21,0,1,1,3.0,1.0,1.0,5.0,4.0
22515,21,0,1,1,4.0,3.0,1.0,4.0,3.0
22515,21,0,1,1,5.0,3.0,0.0,3.0,3.0
22515,21,0,1,1,3.0,3.0,0.0,4.0,3.0
22515,21,0,1,1,5.0,2.0,0.0,4.0,3.0
22515,21,0,1,1,3.0,3.0,1.0,4.0,3.0
22515,21,0,1,1,3.0,1.0,3.0,3.0,3.0
22515,21,0,1,1,4.0,3.0,2.0,3.0,3.0
22515,21,0,1,1,3.0,3.0,0.0,5.0,4.0
34634,21,0,1,Masters ,1.0,1.0,2.0,3.0,2.0
34634,21,0,1,Masters ,3.0,2.0,0.0,5.0,5.0
34634,21,0,1,Masters ,5.0,2.0,1.0,3.0,3.0
34634,21,0,1,Masters ,5.0,2.0,0.0,3.0,2.0
34634,21,0,1,Masters ,3.0,1.0,0.0,3.0,2.0
34634,21,0,1,Masters ,4.0,2.0,1.0,3.0,2.0
34634,21,0,1,Masters ,4.0,3.0,2.0,5.0,5.0
34634,21,0,1,Masters ,5.0,3.0,1.0,5.0,5.0
34634,21,0,1,Masters ,4.0,3.0,2.0,4.0,3.0
45518,23,1,3,Bachelors ,3.0,3.0,3.0,3.0,3.0
175692,30,1,3,Bachelors ,3.0,1.0,1.0,4.0,4.0
100576,24,0,3,Masters ,4.0,3.0,0.0,3.0,2.0
47294,23,3,3,Masters ,5.0,1.0,1.0,5.0,5.0
53080,22,1,2,1,5.0,1.0,1.0,4.0,4.0
53080,22,1,2,1,4.0,3.0,2.0,3.0,3.0
53080,22,1,2,1,4.0,2.0,0.0,4.0,3.0
53080,22,1,2,1,5.0,1.0,2.0,5.0,4.0
53080,22,1,2,1,4.0,3.0,1.0,3.0,3.0
53080,22,1,2,1,5.0,1.0,0.0,5.0,5.0
53080,22,1,2,1,5.0,1.0,0.0,3.0,2.0
53080,22,1,2,1,4.0,3.0,1.0,5.0,5.0
53080,22,1,2,1,5.0,2.0,1.0,4.0,3.0
158656,30,1,2,Bachelors ,5.0,2.0,0.0,5.0,5.0
158656,30,1,2,Bachelors ,4.0,2.0,0.0,3.0,2.0
158656,30,1,2,Bachelors ,3.0,1.0,1.0,5.0,5.0
158656,30,1,2,Bachelors ,5.0,2.0,0.0,5.0,4.0
158656,30,1,2,Bachelors ,5.0,1.0,1.0,3.0,2.0
158656,30,1,2,Bachelors ,3.0,2.0,1.0,5.0,5.0
158656,30,1,2,Bachelors ,4.0,3.0,1.0,3.0,2.0
158656,30,1,2,Bachelors ,4.0,2.0,0.0,3.0,3.0
158656,30,1,2,Bachelors ,3.0,3.0,0.0,3.0,3.0
24174,24,1,3,1,5.0,1.0,2.0,5.0,4.0
84558,23,0,3,Bachelors ,5.0,2.0,1.0,5.0,5.0
20802,22,0,2,1,4.0,3.0,1.0,4.0,3.0
149734,28,0,2,Masters ,4.0,3.0,2.0,4.0,4.0
101210,28,1,2,Bachelors ,3.0,3.0,1.0,3.0,3.0
531629,31,1,1,Bachelors ,4.0,2.0,1.0,5.0,5.0
531629,31,1,1,Bachelors ,4.0,2.0,2.0,5.0,4.0
531629,31,1,1,Bachelors ,5.0,3.0,0.0,3.0,2.0
531629,31,1,1,Bachelors ,4.0,3.0,0.0,3.0,2.0
531629,31,1,1,Bachelors ,3.0,3.0,0.0,4.0,4.0
531629,31,1,1,Bachelors ,5.0,3.0,2.0,5.0,4.0
531629,31,1,1,Bachelors ,5.0,3.0,2.0,4.0,3.0
531629,31,1,1,Bachelors ,4.0,2.0,0.0,4.0,4.0
531629,31,1,1,Bachelors ,3.0,3.0,0.0,5.0,4.0
63234,24,1,2,High School ,4.0,1.0,0.0,3.0,2.0
63747,24,1,2,5,4.0,3.0,2.0,3.0,3.0
445906,38,2,2,Masters ,3.0,2.0,1.0,4.0,4.0
51906,23,0,2,Masters ,1.0,1.0,2.0,3.0,2.0
215246,34,1,2,Masters ,3.0,3.0,1.0,4.0,3.0
151229,28,1,2,Bachelors ,4.0,2.0,1.0,4.0,3.0
26406,23,3,2,Masters ,1.0,2.0,2.0,5.0,4.0
64689,22,0,1,1,3.0,2.0,2.0,5.0,4.0
64689,22,0,1,1,5.0,3.0,2.0,5.0,5.0
64689,22,0,1,1,3.0,1.0,2.0,4.0,4.0
64689,22,0,1,1,3.0,1.0,1.0,5.0,5.0
64689,22,0,1,1,4.0,1.0,1.0,3.0,2.0
64689,22,0,1,1,5.0,1.0,0.0,5.0,5.0
64689,22,0,1,1,3.0,3.0,2.0,5.0,5.0
64689,22,0,1,1,5.0,2.0,1.0,5.0,4.0
64689,22,0,1,1,3.0,3.0,2.0,4.0,3.0
26752,20,0,2,1,4.0,3.0,0.0,3.0,2.0
44566,23,0,1,Bachelors ,5.0,3.0,1.0,5.0,4.0
44566,23,0,1,Bachelors ,5.0,2.0,1.0,3.0,3.0
44566,23,0,1,Bachelors ,3.0,2.0,1.0,5.0,5.0
44566,23,0,1,Bachelors ,3.0,3.0,0.0,4.0,3.0
44566,23,0,1,Bachelors ,4.0,3.0,1.0,3.0,3.0
44566,23,0,1,Bachelors ,3.0,2.0,2.0,4.0,4.0
44566,23,0,1,Bachelors ,3.0,3.0,2.0,3.0,2.0
44566,23,0,1,Bachelors ,3.0,2.0,2.0,5.0,5.0
44566,23,0,1,Bachelors ,3.0,2.0,1.0,3.0,3.0
82357,25,1,2,High School ,4.0,2.0,0.0,3.0,2.0
326896,41,0,2,Bachelors ,5.0,2.0,0.0,4.0,3.0
326896,41,0,2,Bachelors ,3.0,2.0,0.0,4.0,4.0
326896,41,0,2,Bachelors ,5.0,2.0,0.0,4.0,4.0
326896,41,0,2,Bachelors ,5.0,2.0,1.0,5.0,5.0
326896,41,0,2,Bachelors ,5.0,3.0,2.0,5.0,5.0
326896,41,0,2,Bachelors ,5.0,1.0,1.0,5.0,4.0
326896,41,0,2,Bachelors ,1.0,2.0,0.0,4.0,4.0
326896,41,0,2,Bachelors ,4.0,3.0,3.0,5.0,4.0
326896,41,0,2,Bachelors ,3.0,1.0,1.0,4.0,4.0
27347,23,1,2,Bachelors ,5.0,1.0,0.0,5.0,4.0
31618,21,2,2,Masters ,5.0,1.0,0.0,5.0,5.0
57285,23,0,2,Masters ,1.0,2.0,1.0,5.0,4.0
70766,22,0,2,High School ,5.0,3.0,2.0,4.0,4.0
28359,22,0,2,1,4.0,2.0,1.0,4.0,4.0
81294,27,1,2,5,3.0,3.0,2.0,3.0,2.0
327587,43,1,2,Bachelors ,5.0,3.0,1.0,5.0,4.0
35654,20,2,2,Masters ,3.0,2.0,3.0,5.0,5.0
62828,26,0,2,High School ,3.0,2.0,0.0,5.0,4.0
37094,20,0,1,Masters ,3.0,2.0,1.0,5.0,5.0
37094,20,0,1,Masters ,4.0,1.0,1.0,5.0,4.0
37094,20,0,1,Masters ,5.0,1.0,0.0,5.0,5.0
37094,20,0,1,Masters ,3.0,2.0,1.0,4.0,3.0
37094,20,0,1,Masters ,3.0,2.0,1.0,4.0,4.0
37094,20,0,1,Masters ,3.0,3.0,3.0,5.0,5.0
37094,20,0,1,Masters ,4.0,3.0,0.0,4.0,3.0
37094,20,0,1,Masters ,4.0,2.0,0.0,4.0,4.0
37094,20,0,1,Masters ,4.0,1.0,1.0,3.0,2.0
41476,21,1,0,Bachelors ,5.0,2.0,2.0,5.0,4.0
41476,21,1,0,Bachelors ,3.0,2.0,0.0,5.0,5.0
41476,21,1,0,Bachelors ,5.0,3.0,0.0,5.0,5.0
41476,21,1,0,Bachelors ,4.0,3.0,0.0,4.0,4.0
41476,21,1,0,Bachelors ,5.0,2.0,0.0,3.0,2.0
41476,21,1,0,Bachelors ,2.0,1.0,0.0,4.0,3.0
41476,21,1,0,Bachelors ,4.0,1.0,0.0,3.0,2.0
41476,21,1,0,Bachelors ,4.0,2.0,1.0,4.0,3.0
41476,21,1,0,Bachelors ,3.0,3.0,1.0,5.0,5.0
72622,23,0,2,Masters ,3.0,1.0,1.0,3.0,2.0
26186,20,0,2,Masters ,3.0,3.0,1.0,3.0,3.0
26186,20,0,2,Masters ,5.0,3.0,1.0,4.0,3.0
26186,20,0,2,Masters ,3.0,1.0,2.0,4.0,3.0
26186,20,0,2,Masters ,4.0,3.0,2.0,4.0,3.0
26186,20,0,2,Masters ,4.0,1.0,3.0,3.0,2.0
26186,20,0,2,Masters ,4.0,3.0,1.0,4.0,3.0
26186,20,0,2,Masters ,5.0,2.0,1.0,3.0,2.0
26186,20,0,2,Masters ,2.0,1.0,1.0,3.0,2.0
26186,20,0,2,Masters ,5.0,2.0,3.0,3.0,3.0
127182,31,1,2,Bachelors ,5.0,2.0,1.0,5.0,4.0
456418,40,1,2,Masters ,4.0,1.0,1.0,4.0,3.0
30442,22,0,0,Bachelors ,4.0,2.0,1.0,3.0,3.0
30442,22,0,0,Bachelors ,3.0,3.0,1.0,4.0,4.0
30442,22,0,0,Bachelors ,4.0,3.0,2.0,3.0,3.0
30442,22,0,0,Bachelors ,4.0,3.0,2.0,4.0,4.0
30442,22,0,0,Bachelors ,5.0,2.0,1.0,5.0,5.0
30442,22,0,0,Bachelors ,4.0,3.0,0.0,3.0,2.0
30442,22,0,0,Bachelors ,3.0,2.0,0.0,4.0,3.0
30442,22,0,0,Bachelors ,4.0,3.0,0.0,3.0,2.0
30442,22,0,0,Bachelors ,5.0,1.0,3.0,3.0,3.0
321244,31,0,2,Masters ,4.0,3.0,0.0,5.0,4.0
97824,23,1,1,1,3.0,3.0,2.0,5.0,4.0
97824,23,1,1,1,4.0,2.0,0.0,4.0,4.0
97824,23,1,1,1,3.0,2.0,1.0,3.0,2.0
97824,23,1,1,1,5.0,3.0,3.0,4.0,4.0
97824,23,1,1,1,3.0,1.0,3.0,3.0,2.0
97824,23,1,1,1,3.0,1.0,1.0,4.0,3.0
97824,23,1,1,1,5.0,1.0,3.0,5.0,4.0
97824,23,1,1,1,1.0,3.0,2.0,4.0,4.0
97824,23,1,1,1,5.0,2.0,0.0,5.0,4.0
95591,28,0,2,Masters ,5.0,3.0,3.0,3.0,3.0
46750,21,0,2,High School ,2.0,2.0,0.0,5.0,5.0
314668,40,1,2,Masters ,4.0,2.0,1.0,5.0,5.0
247730,36,1,2,High School ,5.0,3.0,1.0,3.0,3.0
29956,23,0,2,High School ,3.0,1.0,0.0,4.0,3.0
22558,20,1,2,High School ,3.0,2.0,0.0,3.0,2.0
67200,25,3,2,Masters ,3.0,1.0,0.0,5.0,5.0
27053,22,3,2,1,5.0,2.0,0.0,3.0,2.0
40341,20,1,2,Masters ,1.0,3.0,1.0,3.0,2.0
223619,44,1,2,Bachelors ,5.0,2.0,0.0,3.0,2.0
254535,40,0,2,Bachelors ,3.0,1.0,2.0,3.0,3.0
462687,36,1,2,Bachelors ,2.0,3.0,0.0,4.0,4.0
29490,23,1,2,1,5.0,2.0,1.0,4.0,3.0
495977,39,1,2,Bachelors ,5.0,3.0,1.0,5.0,5.0
84985,23,0,1,Bachelors ,3.0,3.0,0.0,5.0,5.0
84985,23,0,1,Bachelors ,5.0,2.0,1.0,4.0,4.0
84985,23,0,1,Bachelors ,4.0,2.0,2.0,3.0,2.0
84985,23,0,1,Bachelors ,5.0,1.0,2.0,5.0,5.0
84985,23,0,1,Bachelors ,4.0,3.0,3.0,5.0,4.0
84985,23,0,1,Bachelors ,3.0,3.0,2.0,3.0,2.0
84985,23,0,1,Bachelors ,3.0,1.0,2.0,3.0,2.0
84985,23,0,1,Bachelors ,3.0,1.0,0.0,3.0,2.0
84985,23,0,1,Bachelors ,3.0,2.0,1.0,5.0,5.0
26508,23,0,1,1,3.0,2.0,1.0,4.0,4.0
26508,23,0,1,1,3.0,2.0,3.0,4.0,3.0
26508,23,0,1,1,4.0,1.0,0.0,4.0,4.0
26508,23,0,1,1,5.0,3.0,2.0,4.0,4.0
26508,23,0,1,1,4.0,3.0,2.0,4.0,4.0
26508,23,0,1,1,3.0,1.0,1.0,4.0,3.0
26508,23,0,1,1,5.0,1.0,1.0,4.0,4.0
26508,23,0,1,1,4.0,2.0,0.0,4.0,3.0
26508,23,0,1,1,5.0,2.0,0.0,3.0,3.0
260835,40,2,2,Masters ,3.0,3.0,2.0,3.0,3.0
44135,22,0,2,Masters ,3.0,3.0,0.0,4.0,3.0
45220,22,0,2,High School ,3.0,3.0,1.0,3.0,2.0
105091,32,0,2,Masters ,4.0,3.0,1.0,4.0,4.0
309371,48,0,2,Masters ,4.0,2.0,3.0,3.0,3.0
56187,26,1,2,High School ,3.0,2.0,1.0,4.0,4.0
266449,50,1,2,Bachelors ,5.0,3.0,1.0,5.0,4.0
34133,21,0,2,Masters ,2.0,1.0,1.0,5.0,5.0
30714,20,0,2,1,4.0,2.0,2.0,4.0,3.0
30714,20,0,2,1,5.0,1.0,0.0,4.0,3.0
30714,20,0,2,1,4.0,1.0,0.0,4.0,4.0
30714,20,0,2,1,5.0,2.0,3.0,4.0,4.0
30714,20,0,2,1,4.0,1.0,1.0,4.0,3.0
30714,20,0,2,1,3.0,1.0,1.0,5.0,4.0
30714,20,0,2,1,5.0,1.0,0.0,3.0,2.0
30714,20,0,2,1,5.0,3.0,0.0,5.0,5.0
30714,20,0,2,1,4.0,1.0,0.0,5.0,5.0
327674,28,3,2,Bachelors ,3.0,1.0,2.0,5.0,4.0
20583,21,0,2,High School ,3.0,1.0,0.0,4.0,3.0
21158,21,0,2,High School ,5.0,2.0,1.0,3.0,2.0
22778,22,1,2,Masters ,4.0,1.0,1.0,5.0,5.0
236732,37,1,2,1,4.0,3.0,1.0,3.0,2.0
360384,35,1,2,High School ,3.0,3.0,1.0,3.0,2.0
28824,23,0,2,Masters ,1.0,1.0,2.0,3.0,2.0
29835,20,3,2,Bachelors ,5.0,1.0,1.0,5.0,4.0
264513,42,0,1,Bachelors ,5.0,2.0,2.0,5.0,4.0
264513,42,0,1,Bachelors ,5.0,2.0,0.0,4.0,4.0
264513,42,0,1,Bachelors ,3.0,3.0,0.0,5.0,5.0
264513,42,0,1,Bachelors ,5.0,1.0,1.0,3.0,2.0
264513,42,0,1,Bachelors ,3.0,2.0,0.0,5.0,5.0
264513,42,0,1,Bachelors ,4.0,3.0,1.0,4.0,4.0
264513,42,0,1,Bachelors ,4.0,2.0,0.0,3.0,3.0
264513,42,0,1,Bachelors ,1.0,2.0,0.0,4.0,3.0
264513,42,0,1,Bachelors ,4.0,1.0,3.0,3.0,2.0
