EmployeeID,Attrition,Gender,Age,Department,BusinessTravel,MaritalStatus,DistanceFromHome (KM),Salary,StockOptionLevel,OverTime,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,Ethnicity,EducationLevel,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,SelfRating,ManagerRating,EnvironmentSatisfaction_Label,JobSatisfaction_Label,RelationshipSatisfaction_Label,WorkLifeBalance_Label,ManagerRating_Label,SelfRating_Label,TrainingUtilizationRate
BD70-7DAE,1,Male,22,Technology,Frequent Traveller,Single,2,37014,0,Yes,1,0,1,0,White,Bachelors ,5.0,4.0,5.0,4.0,1.0,0.0,3.0,3.0,Very Satisfied,Satisfied ,Very Satisfied,Satisfied ,Meets Expectation,Meets Expectation,0.0
BD70-7DAE,1,Male,22,Technology,Frequent Traveller,Single,2,37014,0,Yes,1,0,1,0,White,Bachelors ,5.0,3.0,2.0,5.0,1.0,2.0,4.0,3.0,Very Satisfied,Neutral,Dissatisfied,Very Satisfied,Meets Expectation,Exceeds Expectation ,1.9999800001999977
BD70-7DAE,1,Male,22,Technology,Frequent Traveller,Single,2,37014,0,Yes,1,0,1,0,White,Bachelors ,5.0,3.0,4.0,3.0,1.0,1.0,5.0,4.0,Very Satisfied,Neutral,Satisfied ,Neutral,Exceeds Expectation ,Above and Beyond,0.9999900000999988
BD70-7DAE,1,Male,22,Technology,Frequent Traveller,Single,2,37014,0,Yes,1,0,1,0,White,Bachelors ,4.0,5.0,3.0,4.0,2.0,1.0,3.0,2.0,Satisfied ,Very Satisfied,Neutral,Satisfied ,Needs Improvement,Meets Expectation,0.4999975000124999
8640-414A,0,Female,29,Technology,Some Travel,Married,32,390142,0,No,2,1,2,2,White,Bachelors ,3.0,1.0,4.0,2.0,3.0,1.0,5.0,5.0,Neutral,Very Dissatisfied,Satisfied ,Dissatisfied,Above and Beyond,Above and Beyond,0.3333322222259259
F578-F0C8,1,Female,21,Technology,Some Travel,Married,6,25149,0,No,1,1,1,1,White,Doctorate,4.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,Satisfied ,Satisfied ,Very Satisfied,Neutral,Meets Expectation,Exceeds Expectation ,0.6666644444518518
F578-F0C8,1,Female,21,Technology,Some Travel,Married,6,25149,0,No,1,1,1,1,White,Doctorate,4.0,2.0,3.0,5.0,2.0,0.0,5.0,5.0,Satisfied ,Dissatisfied,Neutral,Very Satisfied,Above and Beyond,Above and Beyond,0.0
F578-F0C8,1,Female,21,Technology,Some Travel,Married,6,25149,0,No,1,1,1,1,White,Doctorate,5.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,Very Satisfied,Neutral,Very Satisfied,Very Satisfied,Above and Beyond,Above and Beyond,0.9999900000999988
F578-F0C8,1,Female,21,Technology,Some Travel,Married,6,25149,0,No,1,1,1,1,White,Doctorate,5.0,2.0,4.0,5.0,2.0,1.0,5.0,5.0,Very Satisfied,Dissatisfied,Satisfied ,Very Satisfied,Above and Beyond,Above and Beyond,0.4999975000124999
F578-F0C8,1,Female,21,Technology,Some Travel,Married,6,25149,0,No,1,1,1,1,White,Doctorate,5.0,2.0,5.0,4.0,3.0,0.0,4.0,3.0,Very Satisfied,Dissatisfied,Very Satisfied,Satisfied ,Meets Expectation,Exceeds Expectation ,0.0
F578-F0C8,1,Female,21,Technology,Some Travel,Married,6,25149,0,No,1,1,1,1,White,Doctorate,4.0,4.0,2.0,4.0,1.0,1.0,4.0,3.0,Satisfied ,Satisfied ,Dissatisfied,Satisfied ,Meets Expectation,Exceeds Expectation ,0.9999900000999988
F578-F0C8,1,Female,21,Technology,Some Travel,Married,6,25149,0,No,1,1,1,1,White,Doctorate,5.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,Very Satisfied,Satisfied ,Dissatisfied,Satisfied ,Meets Expectation,Meets Expectation,0.4999975000124999
F578-F0C8,1,Female,21,Technology,Some Travel,Married,6,25149,0,No,1,1,1,1,White,Doctorate,4.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,Satisfied ,Dissatisfied,Neutral,Very Dissatisfied,Needs Improvement,Meets Expectation,0.0
F578-F0C8,1,Female,21,Technology,Some Travel,Married,6,25149,0,No,1,1,1,1,White,Doctorate,5.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,Very Satisfied,Neutral,Dissatisfied,Neutral,Meets Expectation,Exceeds Expectation ,1.9999800001999977
7F24-55A3,0,Male,23,Technology,Some Travel,Married,17,80236,0,No,2,0,2,1,White,Bachelors ,4.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,Satisfied ,Dissatisfied,Dissatisfied,Neutral,Needs Improvement,Meets Expectation,1.9999800001999977
0B49-32CD,0,Female,20,Technology,Some Travel,Divorced,30,41179,1,No,2,0,0,0,White,High School ,3.0,4.0,4.0,3.0,1.0,0.0,3.0,3.0,Neutral,Satisfied ,Satisfied ,Neutral,Meets Expectation,Meets Expectation,0.0
991F-BAF4,0,Non-Binary,33,Technology,Some Travel,Married,4,350024,1,No,2,1,2,0,White,High School ,5.0,3.0,5.0,4.0,1.0,1.0,3.0,2.0,Very Satisfied,Neutral,Very Satisfied,Satisfied ,Needs Improvement,Meets Expectation,0.9999900000999988
BAE6-B5DE,0,Female,22,Technology,Some Travel,Single,21,33354,0,No,2,1,2,2,White,Bachelors ,1.0,4.0,3.0,2.0,1.0,1.0,5.0,5.0,Very Dissatisfied,Satisfied ,Neutral,Dissatisfied,Above and Beyond,Above and Beyond,0.9999900000999988
CFE3-312D,1,Male,21,Sales,Frequent Traveller,Single,36,46452,0,Yes,1,1,1,0,White,Masters ,2.0,1.0,4.0,2.0,2.0,0.0,3.0,3.0,Dissatisfied,Very Dissatisfied,Satisfied ,Dissatisfied,Meets Expectation,Meets Expectation,0.0
CFE3-312D,1,Male,21,Sales,Frequent Traveller,Single,36,46452,0,Yes,1,1,1,0,White,Masters ,4.0,2.0,4.0,3.0,2.0,1.0,5.0,5.0,Satisfied ,Dissatisfied,Satisfied ,Neutral,Above and Beyond,Above and Beyond,0.4999975000124999
CFE3-312D,1,Male,21,Sales,Frequent Traveller,Single,36,46452,0,Yes,1,1,1,0,White,Masters ,5.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,Very Satisfied,Dissatisfied,Satisfied ,Very Satisfied,Meets Expectation,Meets Expectation,1.9999800001999977
CFE3-312D,1,Male,21,Sales,Frequent Traveller,Single,36,46452,0,Yes,1,1,1,0,White,Masters ,3.0,2.0,4.0,4.0,1.0,0.0,5.0,5.0,Neutral,Dissatisfied,Satisfied ,Satisfied ,Above and Beyond,Above and Beyond,0.0
CFE3-312D,1,Male,21,Sales,Frequent Traveller,Single,36,46452,0,Yes,1,1,1,0,White,Masters ,4.0,5.0,2.0,4.0,1.0,1.0,4.0,4.0,Satisfied ,Very Satisfied,Dissatisfied,Satisfied ,Exceeds Expectation ,Exceeds Expectation ,0.9999900000999988
CFE3-312D,1,Male,21,Sales,Frequent Traveller,Single,36,46452,0,Yes,1,1,1,0,White,Masters ,4.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,Satisfied ,Very Satisfied,Very Satisfied,Dissatisfied,Above and Beyond,Above and Beyond,0.9999900000999988
CFE3-312D,1,Male,21,Sales,Frequent Traveller,Single,36,46452,0,Yes,1,1,1,0,White,Masters ,3.0,4.0,4.0,4.0,2.0,0.0,4.0,3.0,Neutral,Satisfied ,Satisfied ,Satisfied ,Meets Expectation,Exceeds Expectation ,0.0
CFE3-312D,1,Male,21,Sales,Frequent Traveller,Single,36,46452,0,Yes,1,1,1,0,White,Masters ,3.0,2.0,2.0,3.0,1.0,3.0,5.0,4.0,Neutral,Dissatisfied,Dissatisfied,Neutral,Exceeds Expectation ,Above and Beyond,2.9999700002999967
CFE3-312D,1,Male,21,Sales,Frequent Traveller,Single,36,46452,0,Yes,1,1,1,0,White,Masters ,5.0,4.0,3.0,5.0,3.0,0.0,5.0,5.0,Very Satisfied,Satisfied ,Neutral,Very Satisfied,Above and Beyond,Above and Beyond,0.0
F532-0DAF,0,Male,22,Technology,Some Travel,Married,24,44076,1,No,2,1,1,1,White,Bachelors ,5.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,Very Satisfied,Dissatisfied,Neutral,Very Satisfied,Meets Expectation,Meets Expectation,0.999995000025
EC4D-D0F3,0,Female,28,Human Resources,Some Travel,Married,31,96807,1,No,2,1,2,0,White,Bachelors ,2.0,2.0,2.0,1.0,2.0,1.0,5.0,4.0,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Exceeds Expectation ,Above and Beyond,0.4999975000124999
9461-9439,0,Male,21,Technology,Some Travel,Divorced,24,75816,1,No,2,1,1,0,White,Bachelors ,5.0,4.0,5.0,3.0,2.0,1.0,4.0,4.0,Very Satisfied,Satisfied ,Very Satisfied,Neutral,Exceeds Expectation ,Exceeds Expectation ,0.4999975000124999
7CDB-25C4,0,Male,22,Technology,Some Travel,Married,40,54114,1,Yes,2,0,1,1,White,Bachelors ,4.0,5.0,5.0,5.0,2.0,1.0,4.0,4.0,Satisfied ,Very Satisfied,Very Satisfied,Very Satisfied,Exceeds Expectation ,Exceeds Expectation ,0.4999975000124999
E2A0-930A,0,Female,21,Sales,Some Travel,Single,18,49374,0,No,2,2,2,1,White,Masters ,5.0,2.0,5.0,2.0,2.0,1.0,4.0,3.0,Very Satisfied,Dissatisfied,Very Satisfied,Dissatisfied,Meets Expectation,Exceeds Expectation ,0.4999975000124999
FD95-9EEB,1,Male,30,Technology,Some Travel,Single,19,96187,0,Yes,0,0,0,0,White,Masters ,5.0,2.0,4.0,4.0,1.0,1.0,4.0,3.0,Very Satisfied,Dissatisfied,Satisfied ,Satisfied ,Meets Expectation,Exceeds Expectation ,0.9999900000999988
FD95-9EEB,1,Male,30,Technology,Some Travel,Single,19,96187,0,Yes,0,0,0,0,White,Masters ,4.0,2.0,5.0,2.0,1.0,0.0,4.0,4.0,Satisfied ,Dissatisfied,Very Satisfied,Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,0.0
FD95-9EEB,1,Male,30,Technology,Some Travel,Single,19,96187,0,Yes,0,0,0,0,White,Masters ,3.0,2.0,3.0,4.0,2.0,0.0,5.0,5.0,Neutral,Dissatisfied,Neutral,Satisfied ,Above and Beyond,Above and Beyond,0.0
FD95-9EEB,1,Male,30,Technology,Some Travel,Single,19,96187,0,Yes,0,0,0,0,White,Masters ,3.0,2.0,4.0,2.0,1.0,2.0,5.0,4.0,Neutral,Dissatisfied,Satisfied ,Dissatisfied,Exceeds Expectation ,Above and Beyond,1.9999800001999977
FD95-9EEB,1,Male,30,Technology,Some Travel,Single,19,96187,0,Yes,0,0,0,0,White,Masters ,4.0,5.0,5.0,4.0,3.0,1.0,4.0,3.0,Satisfied ,Very Satisfied,Very Satisfied,Satisfied ,Meets Expectation,Exceeds Expectation ,0.3333322222259259
FD95-9EEB,1,Male,30,Technology,Some Travel,Single,19,96187,0,Yes,0,0,0,0,White,Masters ,4.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,Satisfied ,Dissatisfied,Satisfied ,Satisfied ,Meets Expectation,Meets Expectation,0.4999975000124999
FD95-9EEB,1,Male,30,Technology,Some Travel,Single,19,96187,0,Yes,0,0,0,0,White,Masters ,4.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,Satisfied ,Dissatisfied,Satisfied ,Neutral,Meets Expectation,Exceeds Expectation ,1.9999800001999977
FD95-9EEB,1,Male,30,Technology,Some Travel,Single,19,96187,0,Yes,0,0,0,0,White,Masters ,1.0,1.0,4.0,2.0,1.0,3.0,4.0,4.0,Very Dissatisfied,Very Dissatisfied,Satisfied ,Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,2.9999700002999967
FD95-9EEB,1,Male,30,Technology,Some Travel,Single,19,96187,0,Yes,0,0,0,0,White,Masters ,3.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,Neutral,Dissatisfied,Satisfied ,Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,0.9999966666777778
9536-9492,0,Male,23,Technology,Some Travel,Divorced,4,42687,3,Yes,2,2,2,2,White,Masters ,4.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,Satisfied ,Dissatisfied,Dissatisfied,Dissatisfied,Exceeds Expectation ,Above and Beyond,0.4999975000124999
1A7C-19DB,1,Female,39,Technology,Some Travel,Single,42,539998,0,Yes,1,0,0,0,White,Masters ,4.0,5.0,3.0,5.0,3.0,0.0,5.0,4.0,Satisfied ,Very Satisfied,Neutral,Very Satisfied,Exceeds Expectation ,Above and Beyond,0.0
1A7C-19DB,1,Female,39,Technology,Some Travel,Single,42,539998,0,Yes,1,0,0,0,White,Masters ,4.0,4.0,2.0,2.0,2.0,1.0,5.0,4.0,Satisfied ,Satisfied ,Dissatisfied,Dissatisfied,Exceeds Expectation ,Above and Beyond,0.4999975000124999
1A7C-19DB,1,Female,39,Technology,Some Travel,Single,42,539998,0,Yes,1,0,0,0,White,Masters ,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,Neutral,Dissatisfied,Neutral,Neutral,Needs Improvement,Meets Expectation,0.3333322222259259
1A7C-19DB,1,Female,39,Technology,Some Travel,Single,42,539998,0,Yes,1,0,0,0,White,Masters ,4.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,Satisfied ,Neutral,Satisfied ,Dissatisfied,Meets Expectation,Exceeds Expectation ,0.3333322222259259
1A7C-19DB,1,Female,39,Technology,Some Travel,Single,42,539998,0,Yes,1,0,0,0,White,Masters ,3.0,3.0,3.0,3.0,2.0,1.0,5.0,5.0,Neutral,Neutral,Neutral,Neutral,Above and Beyond,Above and Beyond,0.4999975000124999
1A7C-19DB,1,Female,39,Technology,Some Travel,Single,42,539998,0,Yes,1,0,0,0,White,Masters ,5.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,Very Satisfied,Satisfied ,Satisfied ,Dissatisfied,Needs Improvement,Meets Expectation,0.9999900000999988
1A7C-19DB,1,Female,39,Technology,Some Travel,Single,42,539998,0,Yes,1,0,0,0,White,Masters ,4.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,Satisfied ,Dissatisfied,Satisfied ,Very Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,0.3333322222259259
1A7C-19DB,1,Female,39,Technology,Some Travel,Single,42,539998,0,Yes,1,0,0,0,White,Masters ,3.0,2.0,3.0,3.0,2.0,1.0,5.0,4.0,Neutral,Dissatisfied,Neutral,Neutral,Exceeds Expectation ,Above and Beyond,0.4999975000124999
1A7C-19DB,1,Female,39,Technology,Some Travel,Single,42,539998,0,Yes,1,0,0,0,White,Masters ,3.0,5.0,5.0,4.0,3.0,1.0,5.0,5.0,Neutral,Very Satisfied,Very Satisfied,Satisfied ,Above and Beyond,Above and Beyond,0.3333322222259259
CA1B-0302,0,Female,22,Human Resources,Some Travel,Married,11,26880,0,No,2,2,2,1,White,Bachelors ,3.0,3.0,2.0,3.0,2.0,0.0,5.0,5.0,Neutral,Neutral,Dissatisfied,Neutral,Above and Beyond,Above and Beyond,0.0
5795-08D3,0,Male,21,Technology,Some Travel,Divorced,23,56541,2,No,2,0,1,0,White,High School ,4.0,2.0,3.0,4.0,3.0,1.0,5.0,4.0,Satisfied ,Dissatisfied,Neutral,Satisfied ,Exceeds Expectation ,Above and Beyond,0.3333322222259259
06B9-B79D,1,Female,21,Sales,Some Travel,Married,36,76057,2,No,1,0,0,0,White,Bachelors ,3.0,3.0,2.0,5.0,3.0,0.0,4.0,3.0,Neutral,Neutral,Dissatisfied,Very Satisfied,Meets Expectation,Exceeds Expectation ,0.0
06B9-B79D,1,Female,21,Sales,Some Travel,Married,36,76057,2,No,1,0,0,0,White,Bachelors ,5.0,2.0,5.0,3.0,1.0,1.0,3.0,2.0,Very Satisfied,Dissatisfied,Very Satisfied,Neutral,Needs Improvement,Meets Expectation,0.9999900000999988
06B9-B79D,1,Female,21,Sales,Some Travel,Married,36,76057,2,No,1,0,0,0,White,Bachelors ,3.0,4.0,5.0,4.0,1.0,0.0,5.0,4.0,Neutral,Satisfied ,Very Satisfied,Satisfied ,Exceeds Expectation ,Above and Beyond,0.0
06B9-B79D,1,Female,21,Sales,Some Travel,Married,36,76057,2,No,1,0,0,0,White,Bachelors ,4.0,3.0,2.0,3.0,3.0,0.0,4.0,4.0,Satisfied ,Neutral,Dissatisfied,Neutral,Exceeds Expectation ,Exceeds Expectation ,0.0
06B9-B79D,1,Female,21,Sales,Some Travel,Married,36,76057,2,No,1,0,0,0,White,Bachelors ,5.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,Very Satisfied,Dissatisfied,Dissatisfied,Satisfied ,Exceeds Expectation ,Above and Beyond,0.999995000025
06B9-B79D,1,Female,21,Sales,Some Travel,Married,36,76057,2,No,1,0,0,0,White,Bachelors ,4.0,5.0,4.0,4.0,3.0,1.0,3.0,2.0,Satisfied ,Very Satisfied,Satisfied ,Satisfied ,Needs Improvement,Meets Expectation,0.3333322222259259
06B9-B79D,1,Female,21,Sales,Some Travel,Married,36,76057,2,No,1,0,0,0,White,Bachelors ,5.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,Very Satisfied,Dissatisfied,Satisfied ,Dissatisfied,Meets Expectation,Exceeds Expectation ,0.4999975000124999
06B9-B79D,1,Female,21,Sales,Some Travel,Married,36,76057,2,No,1,0,0,0,White,Bachelors ,3.0,4.0,5.0,4.0,1.0,1.0,4.0,4.0,Neutral,Satisfied ,Very Satisfied,Satisfied ,Exceeds Expectation ,Exceeds Expectation ,0.9999900000999988
06B9-B79D,1,Female,21,Sales,Some Travel,Married,36,76057,2,No,1,0,0,0,White,Bachelors ,5.0,4.0,4.0,2.0,2.0,1.0,5.0,4.0,Very Satisfied,Satisfied ,Satisfied ,Dissatisfied,Exceeds Expectation ,Above and Beyond,0.4999975000124999
A89C-9A1E,0,Female,21,Technology,Some Travel,Divorced,30,56422,1,No,2,2,2,1,White,Bachelors ,5.0,5.0,3.0,2.0,3.0,1.0,4.0,3.0,Very Satisfied,Very Satisfied,Neutral,Dissatisfied,Meets Expectation,Exceeds Expectation ,0.3333322222259259
781E-4257,0,Female,21,Technology,Some Travel,Single,39,63201,0,No,2,2,2,2,White,High School ,3.0,2.0,5.0,4.0,1.0,1.0,5.0,4.0,Neutral,Dissatisfied,Very Satisfied,Satisfied ,Exceeds Expectation ,Above and Beyond,0.9999900000999988
2D04-D0A5,0,Female,29,Sales,Frequent Traveller,Married,13,126008,1,No,2,2,2,1,White,Bachelors ,3.0,3.0,3.0,2.0,1.0,0.0,5.0,5.0,Neutral,Neutral,Neutral,Dissatisfied,Above and Beyond,Above and Beyond,0.0
30CC-9AD8,0,Male,22,Technology,Some Travel,Married,20,54899,1,Yes,2,0,1,0,White,High School ,4.0,5.0,5.0,4.0,1.0,1.0,5.0,4.0,Satisfied ,Very Satisfied,Very Satisfied,Satisfied ,Exceeds Expectation ,Above and Beyond,0.9999900000999988
C96B-43C7,0,Male,21,Technology,Some Travel,Divorced,22,73075,2,No,2,1,1,1,White,High School ,5.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,Very Satisfied,Dissatisfied,Very Satisfied,Satisfied ,Exceeds Expectation ,Exceeds Expectation ,0.6666644444518518
12E5-9BD1,0,Female,36,Technology,Some Travel,Divorced,10,297181,1,No,2,2,2,2,White,Masters ,4.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,Satisfied ,Neutral,Satisfied ,Neutral,Exceeds Expectation ,Exceeds Expectation ,0.3333322222259259
DF94-FD29,1,Male,22,Sales,Frequent Traveller,Single,4,75816,0,No,1,0,0,0,White,Masters ,5.0,3.0,4.0,2.0,3.0,2.0,5.0,4.0,Very Satisfied,Neutral,Satisfied ,Dissatisfied,Exceeds Expectation ,Above and Beyond,0.6666644444518518
DF94-FD29,1,Male,22,Sales,Frequent Traveller,Single,4,75816,0,No,1,0,0,0,White,Masters ,4.0,5.0,2.0,2.0,3.0,0.0,5.0,4.0,Satisfied ,Very Satisfied,Dissatisfied,Dissatisfied,Exceeds Expectation ,Above and Beyond,0.0
DF94-FD29,1,Male,22,Sales,Frequent Traveller,Single,4,75816,0,No,1,0,0,0,White,Masters ,4.0,3.0,5.0,2.0,2.0,3.0,5.0,5.0,Satisfied ,Neutral,Very Satisfied,Dissatisfied,Above and Beyond,Above and Beyond,1.4999925000374998
DF94-FD29,1,Male,22,Sales,Frequent Traveller,Single,4,75816,0,No,1,0,0,0,White,Masters ,5.0,2.0,5.0,5.0,1.0,2.0,4.0,3.0,Very Satisfied,Dissatisfied,Very Satisfied,Very Satisfied,Meets Expectation,Exceeds Expectation ,1.9999800001999977
DF94-FD29,1,Male,22,Sales,Frequent Traveller,Single,4,75816,0,No,1,0,0,0,White,Masters ,4.0,5.0,2.0,3.0,1.0,2.0,5.0,5.0,Satisfied ,Very Satisfied,Dissatisfied,Neutral,Above and Beyond,Above and Beyond,1.9999800001999977
DF94-FD29,1,Male,22,Sales,Frequent Traveller,Single,4,75816,0,No,1,0,0,0,White,Masters ,5.0,2.0,5.0,2.0,3.0,1.0,5.0,5.0,Very Satisfied,Dissatisfied,Very Satisfied,Dissatisfied,Above and Beyond,Above and Beyond,0.3333322222259259
DF94-FD29,1,Male,22,Sales,Frequent Traveller,Single,4,75816,0,No,1,0,0,0,White,Masters ,4.0,2.0,2.0,5.0,3.0,0.0,5.0,5.0,Satisfied ,Dissatisfied,Dissatisfied,Very Satisfied,Above and Beyond,Above and Beyond,0.0
DF94-FD29,1,Male,22,Sales,Frequent Traveller,Single,4,75816,0,No,1,0,0,0,White,Masters ,2.0,4.0,1.0,4.0,3.0,2.0,4.0,3.0,Dissatisfied,Satisfied ,Very Dissatisfied,Satisfied ,Meets Expectation,Exceeds Expectation ,0.6666644444518518
DF94-FD29,1,Male,22,Sales,Frequent Traveller,Single,4,75816,0,No,1,0,0,0,White,Masters ,3.0,2.0,2.0,3.0,3.0,0.0,4.0,4.0,Neutral,Dissatisfied,Dissatisfied,Neutral,Exceeds Expectation ,Exceeds Expectation ,0.0
23E6-A67A,0,Non-Binary,19,Technology,Some Travel,Single,25,50352,0,Yes,1,1,1,1,White,High School ,5.0,5.0,5.0,2.0,2.0,1.0,5.0,4.0,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Exceeds Expectation ,Above and Beyond,0.4999975000124999
50FB-5702,0,Female,31,Sales,No Travel ,Married,7,186215,1,No,1,0,1,1,White,High School ,5.0,5.0,2.0,4.0,2.0,1.0,3.0,3.0,Very Satisfied,Very Satisfied,Dissatisfied,Satisfied ,Meets Expectation,Meets Expectation,0.4999975000124999
04E6-6B61,0,Male,29,Sales,Some Travel,Single,17,140158,0,No,1,0,1,1,White,Masters ,5.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,Very Satisfied,Dissatisfied,Dissatisfied,Neutral,Needs Improvement,Meets Expectation,0.3333322222259259
3F5B-6277,0,Female,19,Technology,Some Travel,Single,36,23385,2,No,1,0,1,1,White,High School ,5.0,2.0,5.0,2.0,1.0,2.0,5.0,5.0,Very Satisfied,Dissatisfied,Very Satisfied,Dissatisfied,Above and Beyond,Above and Beyond,1.9999800001999977
489B-14EC,1,Female,21,Technology,Some Travel,Married,15,62882,0,Yes,0,0,0,0,White,High School ,5.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,Very Satisfied,Dissatisfied,Dissatisfied,Satisfied ,Needs Improvement,Meets Expectation,0.999995000025
489B-14EC,1,Female,21,Technology,Some Travel,Married,15,62882,0,Yes,0,0,0,0,White,High School ,4.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,Satisfied ,Dissatisfied,Neutral,Very Satisfied,Meets Expectation,Meets Expectation,0.3333322222259259
489B-14EC,1,Female,21,Technology,Some Travel,Married,15,62882,0,Yes,0,0,0,0,White,High School ,5.0,4.0,2.0,5.0,3.0,1.0,5.0,4.0,Very Satisfied,Satisfied ,Dissatisfied,Very Satisfied,Exceeds Expectation ,Above and Beyond,0.3333322222259259
489B-14EC,1,Female,21,Technology,Some Travel,Married,15,62882,0,Yes,0,0,0,0,White,High School ,5.0,2.0,5.0,5.0,3.0,1.0,5.0,5.0,Very Satisfied,Dissatisfied,Very Satisfied,Very Satisfied,Above and Beyond,Above and Beyond,0.3333322222259259
489B-14EC,1,Female,21,Technology,Some Travel,Married,15,62882,0,Yes,0,0,0,0,White,High School ,5.0,3.0,5.0,3.0,2.0,0.0,4.0,3.0,Very Satisfied,Neutral,Very Satisfied,Neutral,Meets Expectation,Exceeds Expectation ,0.0
489B-14EC,1,Female,21,Technology,Some Travel,Married,15,62882,0,Yes,0,0,0,0,White,High School ,3.0,5.0,4.0,2.0,1.0,2.0,4.0,4.0,Neutral,Very Satisfied,Satisfied ,Dissatisfied,Exceeds Expectation ,Exceeds Expectation ,1.9999800001999977
489B-14EC,1,Female,21,Technology,Some Travel,Married,15,62882,0,Yes,0,0,0,0,White,High School ,3.0,2.0,1.0,1.0,1.0,0.0,5.0,4.0,Neutral,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Exceeds Expectation ,Above and Beyond,0.0
489B-14EC,1,Female,21,Technology,Some Travel,Married,15,62882,0,Yes,0,0,0,0,White,High School ,3.0,5.0,2.0,3.0,3.0,1.0,3.0,2.0,Neutral,Very Satisfied,Dissatisfied,Neutral,Needs Improvement,Meets Expectation,0.3333322222259259
489B-14EC,1,Female,21,Technology,Some Travel,Married,15,62882,0,Yes,0,0,0,0,White,High School ,3.0,3.0,5.0,5.0,3.0,3.0,3.0,2.0,Neutral,Neutral,Very Satisfied,Very Satisfied,Needs Improvement,Meets Expectation,0.9999966666777778
0F2B-3457,0,Male,19,Sales,Frequent Traveller,Single,14,74458,1,Yes,1,0,0,1,White,High School ,3.0,3.0,4.0,2.0,2.0,0.0,5.0,5.0,Neutral,Neutral,Satisfied ,Dissatisfied,Above and Beyond,Above and Beyond,0.0
3182-7F44,0,Female,21,Technology,Some Travel,Single,19,25114,0,No,1,1,1,1,White,Masters ,3.0,3.0,3.0,2.0,1.0,0.0,5.0,5.0,Neutral,Neutral,Neutral,Dissatisfied,Above and Beyond,Above and Beyond,0.0
08AC-30AB,0,Male,51,Technology,Some Travel,Divorced,30,232658,1,No,1,1,1,1,White,Bachelors ,5.0,3.0,3.0,5.0,1.0,0.0,3.0,2.0,Very Satisfied,Neutral,Neutral,Very Satisfied,Needs Improvement,Meets Expectation,0.0
1368-8327,0,Non-Binary,22,Technology,Some Travel,Married,16,78467,2,Yes,1,0,1,0,White,No Formal Qualifications,4.0,5.0,2.0,2.0,3.0,0.0,4.0,3.0,Satisfied ,Very Satisfied,Dissatisfied,Dissatisfied,Meets Expectation,Exceeds Expectation ,0.0
9758-DE2F,0,Female,28,Technology,Some Travel,Single,15,319619,0,Yes,1,1,1,0,White,Masters ,3.0,5.0,4.0,5.0,1.0,3.0,4.0,4.0,Neutral,Very Satisfied,Satisfied ,Very Satisfied,Exceeds Expectation ,Exceeds Expectation ,2.9999700002999967
10C9-925C,0,Female,22,Technology,Some Travel,Married,40,66266,1,No,1,0,1,1,White,Masters ,4.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,Satisfied ,Satisfied ,Neutral,Neutral,Exceeds Expectation ,Exceeds Expectation ,1.9999800001999977
B76C-D9CE,1,Female,22,Human Resources,Some Travel,Married,7,29322,0,Yes,1,0,0,0,White,High School ,4.0,5.0,4.0,3.0,3.0,0.0,4.0,4.0,Satisfied ,Very Satisfied,Satisfied ,Neutral,Exceeds Expectation ,Exceeds Expectation ,0.0
